item_id;order_id;customer_id;product_id;sales_amount;quantity;discount;profit;margin
1442;128160;527;OFF-BI-10001510;36.67;2;0.2;11.46;0.63
1443;117695;601;OFF-PA-10002713;13.76;2;0;6.33;0.92
1444;166135;695;OFF-ST-10002974;139.42;4;0.2;17.43;0.5
1445;133725;442;TEC-PH-10004165;1979.93;9;0.2;148.49;0.67
1446;102337;698;OFF-ST-10004804;164.74;4;0.2;-39.12;-0.95
1447;102337;698;FUR-CH-10004289;470.3;7;0.3;-87.34;-1.3
1448;102337;698;TEC-PH-10002564;47.98;2;0.2;6;0.25
1449;112564;743;OFF-BI-10004876;2.5;3;0.7;-1.75;-2.1
1450;145821;359;TEC-PH-10004348;88.75;3;0.2;11.09;0.37
1451;160150;738;OFF-BI-10004352;2.03;1;0.7;-1.35;-0.67
1452;133711;494;OFF-PA-10001685;70.98;7;0;34.78;3.43
1453;133711;494;OFF-BI-10000666;91.68;3;0;45.84;1.5
1454;133711;494;OFF-BI-10004352;33.75;5;0;16.88;2.5
1455;133711;494;TEC-MA-10000010;3040;8;0;1459.2;3.84
1456;148474;487;OFF-BI-10000977;91.2;3;0;41.95;1.38
1457;148474;487;FUR-TA-10002530;452.94;3;0;67.94;0.45
1458;111297;695;OFF-BI-10002412;52.2;9;0;23.49;4.05
1459;123722;573;OFF-LA-10001569;15.94;4;0.2;5.18;1.3
1460;155271;32;FUR-FU-10001473;27.46;2;0;9.89;0.72
1461;119907;475;OFF-BI-10001765;55.42;2;0.2;19.4;0.7
1462;128902;538;FUR-TA-10001095;244.01;2;0.3;-31.37;-0.26
1463;152289;461;TEC-AC-10004571;159.98;2;0.2;44;0.55
1464;152289;461;FUR-CH-10002126;1024.72;6;0.3;-29.28;-0.17
1465;104794;432;OFF-FA-10001754;3.68;2;0;1.8;0.98
1466;151708;486;FUR-FU-10001602;121.38;4;0.2;-3.03;-0.1
1467;151708;486;TEC-AC-10001767;95.98;3;0.2;-10.8;-0.34
1468;100769;768;TEC-AC-10002402;255.97;4;0.2;32;0.5
1469;139199;188;FUR-CH-10000847;872.94;3;0;226.96;0.78
1470;139199;188;OFF-BI-10003982;41.54;2;0;19.52;0.94
1471;139199;188;OFF-PA-10001293;12.96;2;0;6.22;0.96
1472;161466;580;OFF-AR-10000634;6.85;2;0.2;0.6;0.18
1473;164959;425;OFF-LA-10004272;8.67;3;0;4.07;1.41
1474;105676;567;FUR-FU-10004270;6.69;4;0.6;-4.01;-2.4
1475;113138;578;OFF-AR-10003770;17.28;6;0;5.01;1.74
1476;113138;578;OFF-BI-10000320;17.71;3;0.2;6.42;1.09
1477;104955;135;OFF-LA-10003121;28.91;7;0;13.3;3.22
1478;121958;166;OFF-SU-10000381;52.14;7;0.2;5.87;0.79
1479;121468;422;TEC-PH-10000376;31.97;4;0.2;2.4;0.3
1480;108455;543;OFF-PA-10002262;25.92;4;0;12.44;1.92
1481;108455;543;OFF-PA-10002464;40.46;7;0;19.83;3.43
1482;108455;543;OFF-ST-10002214;33.87;3;0;8.81;0.78
1483;101210;235;OFF-AR-10003560;9.73;2;0.2;1.7;0.35
1484;101210;235;OFF-PA-10000130;3.42;1;0.2;1.07;0.31
1485;108098;155;TEC-AC-10000865;177;3;0;30.09;0.51
1486;119032;517;OFF-FA-10003021;3.76;2;0;1.32;0.7
1487;140410;176;TEC-PH-10003580;1212.85;7;0.2;106.12;0.61
1488;140410;176;TEC-AC-10001109;89.97;3;0;37.79;1.26
1489;140410;176;FUR-FU-10003347;42.6;3;0;16.61;1.17
1490;136280;175;OFF-LA-10000452;5.04;2;0.2;1.76;0.7
1491;151911;232;OFF-EN-10002986;62.96;4;0;28.33;1.8
1492;166436;757;OFF-PA-10001838;5.88;1;0;2.88;0.49
1493;166436;757;FUR-CH-10000785;977.29;6;0.1;173.74;1.07
1494;139661;347;FUR-FU-10002885;9.64;2;0;3.66;0.76
1495;123925;655;OFF-AR-10002952;40.05;3;0;11.21;0.84
1496;152485;385;OFF-AR-10003759;10.19;7;0.2;3.19;2.19
1497;152485;385;OFF-ST-10004950;16.78;1;0.2;-0.21;-0.01
1498;152485;385;OFF-AR-10001940;13.12;5;0.2;3.77;1.44
1499;141586;565;OFF-BI-10003981;18.16;5;0.2;6.58;1.81
1500;130386;561;OFF-PA-10002749;16.06;3;0.2;5.82;1.09
1501;130386;561;OFF-PA-10003823;223.06;9;0.2;69.71;2.81
1502;130386;561;OFF-ST-10003716;540.05;3;0.2;-47.25;-0.26
1503;100468;29;TEC-PH-10001300;33.52;2;0.2;3.35;0.2
1504;100468;29;FUR-FU-10000010;9.94;2;0;3.08;0.62
1505;153388;599;OFF-AR-10001868;6.72;4;0;3.36;2
1506;153388;599;FUR-TA-10003715;1004.98;6;0.2;-175.87;-1.05
1507;154935;36;OFF-BI-10003708;17.88;3;0.2;5.59;0.94
1508;134208;166;TEC-MA-10004458;396;4;0;190.08;1.92
1509;108294;464;OFF-BI-10004965;34.5;3;0;15.53;1.35
1510;103611;368;FUR-FU-10004270;8.36;2;0;3.01;0.72
1511;100384;573;OFF-AR-10002135;385.6;8;0;111.82;2.32
1512;100384;573;OFF-AR-10003514;35.82;9;0;11.82;2.97
1513;112809;660;OFF-ST-10002276;200.06;3;0.2;12.5;0.19
1514;112809;660;OFF-BI-10001098;21.38;5;0.8;-33.14;-7.75
1515;112809;660;OFF-BI-10001636;6.74;4;0.8;-11.46;-6.8
1516;160759;57;FUR-CH-10002961;63.69;1;0.3;-9.1;-0.14
1517;148446;522;FUR-TA-10004256;1669.6;4;0;116.87;0.28
1518;111059;759;OFF-BI-10004593;83.84;2;0.2;27.25;0.65
1519;111059;759;OFF-BI-10002827;13.27;3;0.2;4.31;0.97
1520;116204;783;OFF-BI-10001759;21.34;7;0.2;7.73;2.54
1521;109946;594;OFF-AR-10001419;16.52;5;0.2;2.07;0.63
1522;144806;294;FUR-FU-10002253;206.11;6;0.2;48.95;1.42
1523;144806;294;OFF-PA-10002586;19.92;5;0.2;6.72;1.69
1524;144806;294;OFF-PA-10003039;198.27;8;0.2;61.96;2.5
1525;144806;294;OFF-ST-10004804;247.1;6;0.2;-58.69;-1.43
1526;144806;294;OFF-AR-10004042;86.3;6;0.2;9.71;0.68
1527;122392;133;OFF-AR-10002221;4.16;2;0.2;0.36;0.17
1528;122392;133;FUR-FU-10002456;11.65;2;0.2;3.35;0.58
1529;148432;541;OFF-FA-10004968;26.18;7;0;0.52;0.14
1530;148432;541;OFF-PA-10001274;7.3;2;0;3.43;0.94
1531;103793;83;OFF-PA-10001125;74.35;3;0.2;23.24;0.94
1532;159884;365;OFF-ST-10000344;10.74;1;0.2;0.81;0.08
1533;159884;365;OFF-FA-10000585;8.38;3;0.2;2.72;0.97
1534;139885;255;OFF-ST-10003324;212.88;6;0;0;0
1535;124086;544;FUR-BO-10004015;203.98;2;0.15;16.8;0.16
1536;112389;376;OFF-ST-10000419;40.74;3;0;0.41;0.03
1537;112389;376;OFF-AP-10001626;11.67;3;0;3.03;0.78
1538;121888;125;TEC-PH-10000439;39.99;1;0;11.6;0.29
1539;121888;125;OFF-AR-10003478;16.28;2;0;6.51;0.8
1540;121888;125;FUR-BO-10002545;782.94;3;0;203.56;0.78
1541;121888;125;OFF-BI-10001765;242.48;7;0;116.39;3.36
1542;166884;146;FUR-FU-10003981;8.32;5;0.2;2.29;1.38
1543;166884;146;OFF-FA-10001561;10.46;6;0.2;1.7;0.98
1544;107181;217;OFF-BI-10004230;82.9;3;0.2;29.01;1.05
1545;107181;217;OFF-PA-10000350;34.24;4;0;16.09;1.88
1546;150245;582;FUR-BO-10002613;1573.49;7;0.2;196.69;0.88
1547;111395;781;OFF-PA-10000994;335.52;4;0.2;117.43;1.4
1548;111395;781;OFF-BI-10002867;23.91;2;0.8;-40.65;-3.4
1549;111395;781;OFF-ST-10001291;27.06;2;0.2;2.37;0.18
1550;134278;260;TEC-CO-10001046;559.99;1;0.2;175;0.31
1551;124926;487;OFF-AP-10004868;9.32;6;0.8;-24.71;-15.91
1552;159345;338;OFF-PA-10000806;111.96;2;0;54.86;0.98
1553;130274;395;OFF-LA-10002195;21.56;7;0;10.35;3.36
1554;158386;95;OFF-BI-10003719;124.75;5;0;57.39;2.3
1555;111507;783;OFF-AR-10001315;5.28;3;0;1.53;0.87
1556;120761;10;TEC-AC-10000171;91.96;4;0;39.54;1.72
1557;109176;404;OFF-EN-10003134;9.34;1;0.2;3.5;0.37
1558;109176;404;OFF-AR-10001955;79.36;5;0.2;9.92;0.63
1559;112116;364;FUR-TA-10001039;171.96;2;0;44.71;0.52
1560;126809;249;OFF-BI-10003712;35.35;9;0.2;12.82;3.26
1561;105172;593;OFF-LA-10001641;18.9;6;0;9.07;2.88
1562;107293;159;OFF-AR-10003732;2.78;1;0;0.72;0.26
1563;102890;697;FUR-TA-10000577;1044.63;5;0.4;-295.98;-1.42
1564;158554;145;OFF-PA-10004000;11.35;3;0.2;4.12;1.09
1565;116239;170;OFF-ST-10001370;354.9;5;0;17.75;0.25
1566;132101;369;TEC-PH-10004539;453.58;3;0.2;39.69;0.26
1567;129112;56;TEC-AC-10003038;21.48;3;0.2;-0.27;-0.04
1568;129112;56;OFF-BI-10000088;8.78;4;0.8;-13.62;-6.21
1569;152002;230;OFF-PA-10000357;122.97;3;0;60.26;1.47
1570;165029;5;OFF-AR-10003504;12.84;3;0;3.72;0.87
1571;157385;672;FUR-CH-10000863;603.92;5;0.2;-67.94;-0.56
1572;157385;672;OFF-EN-10003160;21.84;3;0;10.48;1.44
1573;157385;672;TEC-AC-10003280;29.99;1;0;6.3;0.21
1574;157385;672;FUR-CH-10000595;381.44;2;0.2;23.84;0.13
1575;101602;539;TEC-PH-10000169;40.68;3;0.2;-9.15;-0.67
1576;101602;539;FUR-CH-10004675;763.28;5;0.3;-21.81;-0.14
1577;109057;762;OFF-ST-10002406;23.95;2;0.2;2.4;0.2
1578;154403;48;OFF-PA-10001526;4.98;1;0;2.44;0.49
1579;102456;190;OFF-AP-10004336;170.88;3;0;49.56;0.87
1580;131338;554;TEC-PH-10003012;307.98;2;0;89.31;0.58
1581;131338;554;FUR-TA-10002607;382.81;9;0.4;-153.12;-3.6
1582;131338;554;OFF-ST-10000642;41.96;2;0;2.94;0.14
1583;131338;554;OFF-BI-10000545;1217.57;2;0.2;456.59;0.75
1584;131338;554;FUR-FU-10002157;47.04;3;0;18.35;1.17
1585;131338;554;FUR-FU-10001706;6.16;2;0;2.96;0.96
1586;131338;554;TEC-PH-10000984;979.95;5;0;274.39;1.4
1587;131338;554;OFF-PA-10001357;143.7;3;0;68.98;1.44
1588;131338;554;OFF-FA-10000992;10.65;3;0;5.01;1.41
1589;131338;554;TEC-AC-10002600;247.8;4;0;34.69;0.56
1590;109911;785;OFF-AR-10001662;10.96;4;0;2.96;1.08
1591;132423;552;OFF-AR-10001221;33.49;7;0.2;5.86;1.22
1592;132423;552;OFF-FA-10002988;8.04;5;0.2;2.91;1.81
1593;122826;631;TEC-PH-10004830;201.57;4;0.2;22.68;0.45
1594;117317;365;OFF-PA-10004519;13.44;3;0;6.59;1.47
1595;118423;225;FUR-BO-10000362;359.06;3;0.3;-35.91;-0.3
1596;149181;489;FUR-CH-10004540;47.99;2;0.3;-2.06;-0.09
1597;132234;491;FUR-FU-10001290;547.3;13;0;175.14;4.16
1598;158876;10;OFF-PA-10000308;16.9;4;0.2;5.28;1.25
1599;158876;10;OFF-SU-10001165;6.67;1;0.2;0.5;0.07
1600;158876;10;OFF-AR-10003373;99.14;4;0.2;8.67;0.35
1601;158876;10;FUR-FU-10001967;15.99;2;0.6;-13.99;-1.75
1602;164672;301;FUR-FU-10001488;211.96;2;0;42.39;0.4
1603;132857;184;OFF-AR-10003251;6.67;3;0.2;1.67;0.75
1604;116645;514;OFF-AR-10001044;155.94;6;0;45.22;1.74
1605;115819;351;TEC-PH-10004700;39.96;5;0.2;12.99;1.63
1606;115819;351;OFF-AR-10000823;5.46;3;0;1.53;0.84
1607;115819;351;OFF-AR-10004456;73.2;5;0;21.23;1.45
1608;115819;351;OFF-BI-10000050;5.84;1;0.2;1.97;0.34
1609;115819;351;OFF-PA-10002377;22.72;4;0;10.22;1.8
1610;115819;351;OFF-BI-10000591;9.34;3;0.2;3.27;1.05
1611;156349;492;FUR-BO-10000362;290.67;2;0.15;27.36;0.19
1612;156349;492;TEC-PH-10000441;201.58;2;0.2;20.16;0.2
1613;156349;492;TEC-PH-10002726;83.98;2;0.2;31.49;0.75
1614;138380;790;OFF-ST-10003306;1000.02;7;0;290.01;2.03
1615;113509;594;TEC-AC-10004855;83.98;3;0.2;-13.65;-0.49
1616;130022;407;OFF-LA-10002787;3.75;1;0;1.8;0.48
1617;130022;407;OFF-LA-10002043;41.4;4;0;19.87;1.92
1618;130022;407;OFF-AR-10001915;29.79;3;0;12.51;1.26
1619;118780;584;OFF-ST-10000352;59.48;2;0;8.92;0.3
1620;118780;584;OFF-PA-10000575;6.69;1;0;3.08;0.46
1621;108560;358;FUR-FU-10002937;198.46;2;0;99.23;1
1622;108560;358;OFF-LA-10003930;786.48;8;0;385.38;3.92
1623;108560;358;OFF-BI-10001107;23.17;2;0.2;7.82;0.68
1624;108560;358;TEC-AC-10003063;50;2;0;10.5;0.42
1625;157084;343;TEC-PH-10002922;675.96;5;0.2;84.49;0.62
1626;157084;343;TEC-AC-10002049;1265.85;3;0;556.97;1.32
1627;164539;611;OFF-AP-10002457;523.25;5;0;141.28;1.35
1628;143119;484;FUR-CH-10001270;517.5;6;0;155.25;1.8
1629;101049;16;FUR-FU-10004415;17.92;5;0.2;2.46;0.69
1630;101049;16;OFF-BI-10001510;41.26;6;0.7;-34.38;-5
1631;106530;170;OFF-ST-10002011;1006.06;3;0.2;88.03;0.26
1632;106530;170;OFF-PA-10002986;10.69;2;0.2;3.74;0.7
1633;106530;170;OFF-PA-10004451;10.37;2;0.2;3.63;0.7
1634;106530;170;OFF-ST-10000649;25.12;2;0.2;1.57;0.13
1635;106530;170;TEC-AC-10001465;58.11;2;0.2;7.26;0.25
1636;168984;559;OFF-PA-10001166;15.55;3;0.2;5.44;1.05
1637;168984;559;OFF-ST-10001097;669.08;5;0.2;-167.27;-1.25
1638;168984;559;TEC-PH-10000038;438.34;4;0.2;-87.67;-0.8
1639;157266;751;OFF-PA-10002689;19.44;3;0;9.33;1.44
1640;157266;751;OFF-BI-10004728;9.64;2;0;4.43;0.92
1641;157266;751;OFF-PA-10004675;12.7;2;0;5.84;0.92
1642;157266;751;FUR-FU-10000629;41.37;3;0;17.38;1.26
1643;134712;92;OFF-FA-10003112;12.62;2;0.2;3.95;0.63
1644;111829;290;OFF-ST-10000142;1247.64;3;0;349.34;0.84
1645;111829;290;TEC-CO-10001766;3149.93;7;0;1480.47;3.29
1646;111829;290;OFF-PA-10004359;209.7;2;0;100.66;0.96
1647;105221;777;TEC-AC-10002323;35.36;2;0.2;-3.09;-0.17
1648;105221;777;OFF-FA-10001135;3.17;2;0.2;-0.71;-0.45
1649;120341;679;OFF-BI-10004224;121.1;6;0.7;-100.92;-5
1650;120341;679;TEC-PH-10003357;45.89;1;0.4;-9.18;-0.2
1651;135699;333;OFF-PA-10004475;109.92;2;0;53.86;0.98
1652;135699;333;OFF-PA-10003001;13.36;2;0;6.41;0.96
1653;132444;151;OFF-ST-10003442;169.68;6;0;45.81;1.62
1654;132444;151;TEC-AC-10003832;132.52;4;0;54.33;1.64
1655;132444;151;OFF-FA-10000611;2.96;2;0;1.42;0.96
1656;132444;151;OFF-BI-10001116;8.45;2;0.2;2.96;0.7
1657;132444;151;OFF-ST-10000563;95.94;3;0;9.59;0.3
1658;127159;335;FUR-FU-10000010;34.79;7;0;10.78;2.17
1659;161809;739;TEC-PH-10004922;160.78;3;0.2;10.05;0.19
1660;127285;536;OFF-BI-10004330;88.75;3;0.2;27.74;0.94
1661;127285;536;OFF-BI-10002072;13.9;2;0.2;5.21;0.75
1662;144526;616;TEC-PH-10002549;677.58;5;0.4;-158.1;-1.17
1663;144526;616;OFF-BI-10002353;13.9;3;0.7;-9.26;-2
1664;128531;566;OFF-ST-10001325;41.92;5;0.2;3.67;0.44
1665;128531;566;TEC-AC-10002049;297.58;3;0.2;-7.44;-0.08
1666;128531;566;OFF-FA-10002676;4.34;3;0.2;0.87;0.6
1667;128531;566;TEC-AC-10003023;94.99;2;0.2;-2.37;-0.05
1668;128531;566;OFF-PA-10000167;74.35;3;0.2;23.24;0.94
1669;128531;566;OFF-AR-10003405;14.04;3;0.2;1.58;0.34
1670;157154;527;FUR-TA-10001889;1018.1;4;0.4;-373.3;-1.47
1671;159457;631;TEC-PH-10002185;16.68;3;0.2;5.21;0.94
1672;107615;642;TEC-AC-10001013;58.58;2;0;19.33;0.66
1673;111647;638;TEC-PH-10002726;167.97;4;0.2;62.99;1.5
1674;150560;696;OFF-LA-10003930;196.62;2;0;96.34;0.98
1675;143077;730;FUR-FU-10003535;21.94;2;0.6;-10.42;-0.95
1676;143077;730;OFF-BI-10000088;6.59;3;0.8;-10.21;-4.65
1677;122728;261;OFF-ST-10000604;104.28;3;0;26.07;0.75
1678;122728;261;OFF-PA-10004040;17.94;3;0;8.79;1.47
1679;122882;685;OFF-ST-10002344;64.78;1;0.2;-14.58;-0.23
1680;122882;685;TEC-PH-10003589;32.38;3;0.4;4.32;0.4
1681;122882;685;FUR-FU-10000758;42.37;2;0.2;8.47;0.4
1682;122882;685;TEC-MA-10004679;399.54;4;0.7;-559.36;-5.6
1683;101497;583;OFF-PA-10000176;18.97;1;0;9.11;0.48
1684;147585;168;FUR-FU-10002597;14.82;3;0;6.22;1.26
1685;149489;188;OFF-AP-10002495;99.28;2;0.2;12.41;0.25
1686;149489;188;OFF-BI-10002813;1.19;2;0.7;-0.99;-1.66
1687;149489;188;OFF-BI-10002414;7.52;2;0.7;-5.76;-1.53
1688;143798;56;OFF-PA-10000788;10.37;2;0.2;3.63;0.7
1689;143798;56;FUR-FU-10004306;310.88;2;0.2;23.32;0.15
1690;142839;772;FUR-TA-10001539;853.09;6;0.4;-227.49;-1.6
1691;129833;332;OFF-PA-10000575;33.45;5;0;15.39;2.3
1692;129833;332;OFF-BI-10004182;10.4;5;0;5.1;2.45
1693;154361;329;FUR-FU-10004020;21.88;5;0.2;6.29;1.44
1694;158708;17;TEC-AC-10003133;13.62;2;0.2;3.57;0.52
1695;156335;612;TEC-AC-10002006;63.96;4;0;19.83;1.24
1696;156335;612;OFF-BI-10003314;14.46;3;0;7.09;1.47
1697;156335;612;TEC-PH-10002726;104.98;2;0;52.49;1
1698;148376;60;OFF-AP-10000240;106.96;2;0;31.02;0.58
1699;148376;60;OFF-LA-10002381;21.56;7;0;10.35;3.36
1700;135657;714;FUR-TA-10004086;515.88;6;0;113.49;1.32
1701;114069;557;OFF-BI-10000320;11.81;2;0.2;4.28;0.72
1702;114069;557;FUR-CH-10000595;1931.04;9;0.1;321.84;1.5
1703;114069;557;OFF-PA-10000349;9.96;2;0;4.68;0.94
1704;139857;185;OFF-FA-10001843;12.35;5;0;5.8;2.35
1705;106306;587;OFF-BI-10003676;9.7;3;0.7;-7.11;-2.2
1706;100545;337;OFF-BI-10003638;11.61;2;0.7;-9.29;-1.6
1707;123491;346;OFF-LA-10003077;43.86;6;0;20.61;2.82
1708;123491;346;TEC-PH-10003505;148.48;2;0.2;16.7;0.22
1709;123491;346;OFF-PA-10003424;7.42;2;0;3.71;1
1710;123491;346;FUR-CH-10003061;71.99;1;0.2;-0.9;-0.01
1711;123491;346;OFF-AR-10003514;19.9;5;0;6.57;1.65
1712;123491;346;OFF-AP-10002684;1702.12;14;0;510.64;4.2
1713;145401;367;OFF-PA-10004405;14.3;6;0.2;5.01;2.1
1714;124968;536;FUR-TA-10004289;765.63;7;0.5;-566.56;-5.18
1715;104003;218;FUR-BO-10003965;307.67;2;0.15;-14.48;-0.09
1716;154788;388;OFF-BI-10003314;7.71;2;0.2;2.8;0.73
1717;169943;101;OFF-AP-10001563;242.9;5;0;70.44;1.45
1718;169943;101;OFF-ST-10004123;454.9;5;0;0;0
1719;169943;101;FUR-FU-10002088;35.92;4;0;15.09;1.68
1720;169943;101;FUR-FU-10000010;39.76;8;0;12.33;2.48
1721;169943;101;OFF-BI-10002824;47.74;4;0.2;14.92;1.25
1722;123218;422;TEC-PH-10001061;159.98;2;0.2;12;0.15
1723;123218;422;TEC-AC-10000736;255.97;4;0.2;51.19;0.8
1724;123218;422;FUR-BO-10003966;359.06;3;0.3;-71.81;-0.6
1725;127453;357;OFF-AP-10000828;434.35;3;0.2;43.44;0.3
1726;127453;357;OFF-AP-10002906;3.55;2;0.2;0.44;0.25
1727;127453;357;OFF-AP-10003860;88.83;4;0.2;7.77;0.35
1728;164056;280;FUR-TA-10001307;1048.35;5;0.4;-69.89;-0.33
1729;106894;150;TEC-AC-10003063;100;4;0;21;0.84
1730;106894;150;OFF-LA-10001045;7.83;3;0;3.6;1.38
1731;125136;432;OFF-PA-10001457;96.26;8;0.2;31.28;2.6
1732;125136;432;OFF-PA-10001804;10.69;2;0.2;3.74;0.7
1733;131149;476;OFF-ST-10000689;338.04;3;0.2;-33.8;-0.3
1734;131149;476;OFF-AR-10002135;154.24;4;0.2;17.35;0.45
1735;101483;45;OFF-AP-10002082;34.85;2;0.2;6.53;0.37
1736;101483;45;TEC-PH-10003442;22;5;0.2;1.38;0.31
1737;101483;45;OFF-AR-10002833;4.37;3;0.2;0.38;0.26
1738;130204;207;OFF-ST-10001325;31.44;3;0;8.49;0.81
1739;130204;207;TEC-AC-10003038;17.9;2;0;3.4;0.38
1740;130204;207;TEC-AC-10003590;129.45;5;0;46.6;1.8
1741;110527;258;OFF-LA-10000262;20.88;8;0;9.6;3.68
1742;152807;539;OFF-PA-10004355;20.74;4;0.2;7.26;1.4
1743;152807;539;FUR-FU-10004415;7.17;2;0.2;0.99;0.28
1744;152807;539;OFF-ST-10002486;11.17;2;0.2;-2.51;-0.45
1745;152807;539;TEC-AC-10001142;442.4;7;0.2;-55.3;-0.88
1746;133270;119;OFF-AR-10002656;13.36;2;0;4.94;0.74
1747;155670;270;OFF-BI-10000138;11.23;8;0.7;-8.24;-5.87
1748;155670;270;OFF-PA-10004947;10.27;3;0.2;3.21;0.94
1749;157406;229;OFF-PA-10003543;10.37;2;0.2;3.63;0.7
1750;157406;229;OFF-AR-10002221;6.24;3;0.2;0.55;0.26
1751;139094;519;FUR-TA-10004607;206.96;2;0.3;-32.52;-0.31
1752;168837;396;FUR-FU-10001918;9.46;2;0;3.69;0.78
1753;116715;783;OFF-ST-10004340;559.62;9;0;151.1;2.43
1754;116715;783;OFF-PA-10004475;109.92;2;0;53.86;0.98
1755;116715;783;OFF-PA-10003893;8.56;2;0;3.85;0.9
1756;135622;762;OFF-PA-10000100;360.71;11;0.2;130.76;3.99
1757;135622;762;TEC-PH-10001817;1718.4;6;0.2;150.36;0.53
1758;107349;676;OFF-BI-10001765;41.57;6;0.8;-66.51;-9.6
1759;139017;624;TEC-AC-10001013;46.86;2;0.2;7.62;0.33
1760;141817;538;OFF-AR-10003478;19.54;3;0.2;4.88;0.75
1761;130785;60;FUR-BO-10000330;411.33;4;0.15;-4.84;-0.05
1762;130785;60;OFF-BI-10001900;28.75;6;0.2;9.7;2.02
1763;130785;60;FUR-BO-10003159;293.2;3;0.15;-20.7;-0.21
1764;110254;516;OFF-SU-10002573;35.06;2;0;10.52;0.6
1765;110254;516;OFF-LA-10004484;4.13;1;0;1.9;0.46
1766;110254;516;FUR-FU-10001591;109.8;9;0;46.12;3.78
1767;110254;516;OFF-LA-10002034;9.82;2;0;4.81;0.98
1768;158057;178;OFF-BI-10004410;7.64;4;0.7;-5.86;-3.07
1769;158057;178;OFF-BI-10002735;51.47;5;0.7;-39.46;-3.83
1770;146024;717;OFF-SU-10001935;6.98;4;0.2;-1.4;-0.8
1771;146024;717;OFF-BI-10003291;12.22;7;0.8;-20.17;-11.55
1772;129686;309;OFF-ST-10004337;97.98;2;0.2;-24.5;-0.5
1773;129686;309;TEC-AC-10001266;62.4;6;0.2;19.5;1.88
1774;118976;552;OFF-BI-10001628;20.86;2;0;9.39;0.9
1775;118976;552;OFF-ST-10000877;497.61;9;0;129.38;2.34
1776;118976;552;OFF-AR-10004752;5.34;2;0;1.5;0.56
1777;118976;552;OFF-LA-10000452;3.15;1;0;1.51;0.48
1778;105347;199;OFF-PA-10000675;368.91;9;0;180.77;4.41
1779;105347;199;OFF-AR-10003045;14.7;5;0;6.62;2.25
1780;124667;118;TEC-AC-10003447;59.97;3;0;14.99;0.75
1781;124667;118;OFF-ST-10002276;83.36;1;0;20.84;0.25
1782;111094;168;OFF-PA-10001609;6.58;2;0;3.03;0.92
1783;111094;168;OFF-BI-10001597;122.94;3;0;59.01;1.44
1784;166317;373;OFF-PA-10004475;219.84;4;0;107.72;1.96
1785;166317;373;TEC-AC-10004510;98.16;6;0;9.82;0.6
1786;166317;373;OFF-BI-10002976;33.04;8;0;15.53;3.76
1787;166317;373;TEC-PH-10001615;86.97;3;0;25.22;0.87
1788;154326;656;TEC-PH-10001819;134.97;3;0;64.79;1.44
1789;154326;656;TEC-PH-10000560;699.98;2;0;195.99;0.56
1790;154326;656;TEC-AC-10004568;139.95;5;0;26.59;0.95
1791;102008;660;OFF-PA-10004092;48.94;1;0;24.47;0.5
1792;120474;625;FUR-CH-10001854;2807.84;8;0;673.88;1.92
1793;120474;625;OFF-AR-10000475;46.64;4;0;12.59;1.08
1794;104773;744;OFF-ST-10000777;60.42;2;0.2;6.04;0.2
1795;140774;97;OFF-AR-10004022;107.94;3;0;26.99;0.75
1796;139465;502;OFF-ST-10002352;63.84;8;0;16.6;2.08
1797;139465;502;TEC-PH-10000455;347.97;3;0;100.91;0.87
1798;139465;502;OFF-BI-10003910;37.01;6;0.2;11.57;1.88
1799;100965;624;FUR-FU-10003039;215.65;5;0;73.32;1.7
1800;121034;370;OFF-FA-10000585;11.17;4;0.2;3.63;1.3
1801;121034;370;OFF-PA-10001994;53.95;3;0.2;17.53;0.97
1802;149461;9;FUR-FU-10004270;4.18;1;0;1.5;0.36
1803;158379;397;OFF-BI-10002498;5.61;1;0.7;-4.3;-0.77
1804;158379;397;OFF-SU-10002881;4663.74;7;0.2;-1049.34;-1.57
1805;158379;397;TEC-AC-10002926;79.98;2;0.2;23;0.58
1806;116729;307;TEC-PH-10002200;2575.94;7;0.2;257.59;0.7
1807;116729;307;OFF-PA-10002005;45.36;7;0;21.77;3.36
1808;116729;307;TEC-AC-10001465;254.24;7;0;76.27;2.1
1809;164938;613;TEC-PH-10004897;69.93;7;0;0.7;0.07
1810;165484;325;FUR-FU-10001196;16.16;7;0.6;-12.12;-5.25
1811;165484;325;OFF-PA-10000595;54.82;3;0.2;17.82;0.98
1812;132612;286;FUR-TA-10004534;1441.3;7;0;245.02;1.19
1813;161193;112;FUR-FU-10001861;77.6;5;0.2;28.13;1.81
1814;161193;112;FUR-FU-10000206;4.66;2;0.2;1.57;0.67
1815;131597;707;FUR-TA-10002607;170.14;3;0.2;-8.51;-0.15
1816;164833;455;OFF-LA-10000443;7.38;2;0;3.47;0.94
1817;164833;455;OFF-AR-10004685;9.26;2;0;3.06;0.66
1818;125423;504;OFF-LA-10001771;9.96;2;0;4.58;0.92
1819;130379;348;OFF-AP-10001394;75.6;2;0.8;-166.32;-4.4
1820;130379;348;FUR-FU-10002553;29.32;2;0.6;-24.19;-1.65
1821;168956;268;OFF-AP-10004233;92.06;6;0.8;-225.56;-14.7
1822;168956;268;OFF-FA-10000304;6.98;4;0.2;1.83;1.05
1823;168956;268;FUR-CH-10004754;62.96;3;0.3;-2.7;-0.13
1824;168956;268;OFF-PA-10000809;5.18;1;0.2;1.81;0.35
