order_id;order_date;ship_date;realisation_time;ship_id;reg_seller_id
120880;2015-05-29;2015-06-03;5;D3;7
120887;2014-09-27;2014-10-03;6;D3;4
120894;2017-04-28;2017-05-02;4;D3;6
120901;2015-12-31;2016-01-04;4;D3;2
120908;2017-09-30;2017-10-02;2;D1;3
120915;2015-09-28;2015-10-03;5;D2;4
120929;2016-03-18;2016-03-21;3;D2;5
120936;2017-12-17;2017-12-21;4;D3;7
120950;2014-11-06;2014-11-11;5;D3;5
120957;2015-12-07;2015-12-07;0;D0;8
120999;2017-09-10;2017-09-15;5;D3;2
121006;2014-11-10;2014-11-16;6;D3;2
121013;2016-09-05;2016-09-10;5;D3;6
121020;2016-10-24;2016-10-31;7;D3;5
121027;2017-08-18;2017-08-22;4;D3;7
121034;2016-08-08;2016-08-10;2;D2;1
121041;2015-11-03;2015-11-10;7;D3;1
121048;2017-07-14;2017-07-18;4;D3;8
121083;2017-07-09;2017-07-15;6;D3;4
121097;2015-01-03;2015-01-08;5;D3;2
121125;2017-05-30;2017-06-03;4;D3;7
121132;2015-07-17;2015-07-24;7;D3;1
121160;2017-11-04;2017-11-04;0;D0;1
121167;2014-11-28;2014-11-30;2;D2;3
121188;2015-08-28;2015-09-04;7;D3;8
121195;2017-12-24;2017-12-27;3;D1;2
121216;2017-12-23;2017-12-25;2;D2;2
121223;2016-09-11;2016-09-13;2;D2;4
121251;2017-03-26;2017-03-27;1;D1;4
121258;2017-02-26;2017-03-03;5;D3;8
121272;2015-03-29;2015-04-04;6;D3;7
121286;2014-11-04;2014-11-08;4;D2;6
121293;2017-07-25;2017-07-28;3;D2;3
121300;2017-09-29;2017-09-29;0;D0;3
121314;2017-09-23;2017-09-26;3;D1;5
121356;2016-11-20;2016-11-24;4;D3;4
121370;2016-11-14;2016-11-19;5;D2;3
121377;2016-05-28;2016-06-02;5;D3;1
121391;2015-10-04;2015-10-07;3;D1;8
121398;2017-12-25;2017-12-29;4;D3;7
121405;2015-03-30;2015-04-04;5;D3;2
121412;2017-09-23;2017-09-27;4;D3;7
121419;2017-04-02;2017-04-04;2;D1;6
121447;2016-02-21;2016-02-22;1;D1;3
121468;2017-11-19;2017-11-20;1;D1;7
121489;2017-08-21;2017-08-25;4;D2;8
121503;2017-07-03;2017-07-06;3;D2;2
121538;2017-11-28;2017-12-01;3;D1;8
121552;2015-03-22;2015-03-27;5;D3;6
121559;2017-06-01;2017-06-03;2;D2;1
121566;2014-06-30;2014-07-06;6;D3;4
121573;2014-11-03;2014-11-07;4;D3;3
121580;2017-05-29;2017-06-04;6;D3;2
121601;2016-10-04;2016-10-04;0;D0;1
121608;2015-09-03;2015-09-05;2;D1;4
121615;2017-11-03;2017-11-09;6;D3;1
121629;2014-11-28;2014-12-02;4;D3;1
121643;2017-05-18;2017-05-20;2;D1;7
121650;2015-12-10;2015-12-16;6;D3;2
121664;2014-05-06;2014-05-10;4;D3;8
121671;2016-07-17;2016-07-22;5;D3;1
121678;2017-11-16;2017-11-20;4;D2;3
121699;2015-08-10;2015-08-14;4;D3;2
121706;2017-02-26;2017-03-02;4;D3;7
121720;2015-06-11;2015-06-12;1;D1;6
121727;2014-08-19;2014-08-24;5;D3;4
121734;2014-04-11;2014-04-16;5;D3;7
121741;2017-12-26;2017-12-26;0;D0;1
121748;2016-10-24;2016-10-28;4;D2;7
121755;2016-01-16;2016-01-20;4;D2;7
121762;2014-02-14;2014-02-18;4;D3;7
121769;2014-04-08;2014-04-12;4;D3;4
121776;2015-02-16;2015-02-21;5;D3;7
121783;2015-11-10;2015-11-14;4;D3;1
121790;2017-01-30;2017-02-06;7;D3;2
121797;2015-01-30;2015-02-06;7;D3;8
121804;2017-03-03;2017-03-08;5;D3;5
121818;2017-11-20;2017-11-21;1;D1;6
121839;2017-09-24;2017-09-28;4;D3;4
121853;2017-09-23;2017-09-29;6;D3;8
121888;2017-09-15;2017-09-17;2;D2;4
121909;2017-07-31;2017-08-05;5;D3;4
121958;2016-11-13;2016-11-17;4;D3;5
121965;2015-06-19;2015-06-23;4;D3;7
121993;2016-06-10;2016-06-12;2;D1;4
122007;2017-03-18;2017-03-20;2;D2;7
122017;2016-12-29;2017-01-02;4;D3;1
122021;2014-10-15;2014-10-17;2;D1;3
122028;2017-08-18;2017-08-25;7;D3;3
122035;2017-07-20;2017-07-25;5;D3;2
122056;2017-06-13;2017-06-17;4;D3;5
122063;2016-12-03;2016-12-07;4;D3;1
122070;2014-04-22;2014-04-24;2;D2;3
122077;2017-05-19;2017-05-25;6;D3;2
122105;2017-06-24;2017-06-28;4;D3;8
122112;2017-09-25;2017-09-29;4;D3;3
122133;2016-05-16;2016-05-23;7;D3;4
122140;2015-04-02;2015-04-07;5;D3;2
122154;2017-04-09;2017-04-11;2;D1;6
122168;2015-08-21;2015-08-26;5;D3;6
122175;2017-05-12;2017-05-14;2;D2;4
122182;2016-03-10;2016-03-14;4;D3;4
122196;2017-09-22;2017-09-24;2;D1;3
122210;2015-11-30;2015-12-04;4;D3;4
122217;2014-11-24;2014-11-29;5;D3;6
122245;2016-09-25;2016-09-30;5;D3;8
122259;2015-10-31;2015-11-04;4;D3;2
122266;2015-04-26;2015-04-30;4;D3;6
122280;2017-09-10;2017-09-10;0;D0;4
122287;2015-06-18;2015-06-23;5;D3;8
122308;2017-03-24;2017-03-28;4;D3;4
122322;2016-07-15;2016-07-21;6;D3;7
122336;2014-04-13;2014-04-17;4;D2;3
122364;2017-09-24;2017-09-29;5;D3;8
122371;2015-09-26;2015-10-01;5;D3;8
122392;2016-07-22;2016-07-27;5;D3;4
122406;2015-08-02;2015-08-05;3;D2;4
122448;2016-06-09;2016-06-14;5;D3;8
122490;2017-11-13;2017-11-18;5;D3;7
122504;2017-11-07;2017-11-12;5;D2;7
122511;2016-03-11;2016-03-11;0;D0;4
122518;2016-03-04;2016-03-08;4;D2;5
122539;2017-12-01;2017-12-05;4;D3;4
122567;2014-02-16;2014-02-21;5;D3;1
122581;2016-08-21;2016-08-25;4;D3;3
122588;2014-11-25;2014-11-27;2;D2;4
122595;2017-12-14;2017-12-20;6;D3;2
122609;2014-11-12;2014-11-18;6;D3;1
122623;2015-09-07;2015-09-11;4;D3;2
122637;2017-09-03;2017-09-08;5;D2;1
122644;2017-11-12;2017-11-17;5;D3;4
122672;2017-11-04;2017-11-09;5;D3;4
122679;2014-07-22;2014-07-28;6;D3;7
122693;2017-02-19;2017-02-21;2;D2;6
122700;2017-11-26;2017-11-30;4;D3;3
122707;2017-04-16;2017-04-18;2;D1;6
122714;2017-12-07;2017-12-13;6;D3;2
122728;2016-05-18;2016-05-24;6;D3;7
122735;2017-04-12;2017-04-15;3;D2;3
122749;2014-12-03;2014-12-09;6;D3;2
122756;2015-12-03;2015-12-07;4;D3;3
122763;2017-03-20;2017-03-20;0;D0;2
122770;2017-12-13;2017-12-18;5;D3;8
122784;2015-07-20;2015-07-27;7;D3;2
122798;2017-12-28;2018-01-01;4;D3;8
122826;2015-06-23;2015-06-25;2;D2;7
122882;2014-09-07;2014-09-13;6;D3;3
122903;2016-05-27;2016-05-29;2;D2;1
122910;2015-05-12;2015-05-16;4;D3;8
122931;2014-09-29;2014-10-03;4;D3;3
122945;2017-11-16;2017-11-22;6;D3;7
122959;2014-12-12;2014-12-12;0;D0;1
122973;2015-07-18;2015-07-20;2;D2;4
122987;2017-08-16;2017-08-16;0;D0;6
122994;2017-02-06;2017-02-09;3;D1;6
123001;2017-09-02;2017-09-08;6;D3;7
123015;2016-12-26;2016-12-30;4;D3;3
123022;2017-09-03;2017-09-08;5;D3;7
123029;2017-09-30;2017-10-02;2;D2;7
123036;2017-09-10;2017-09-17;7;D3;4
123043;2017-08-24;2017-08-29;5;D3;3
123050;2016-04-04;2016-04-08;4;D2;3
123064;2014-06-30;2014-07-02;2;D1;2
123071;2017-12-03;2017-12-06;3;D1;2
123085;2017-03-03;2017-03-08;5;D3;8
123092;2015-12-03;2015-12-07;4;D3;6
123113;2015-11-23;2015-11-27;4;D2;4
123120;2016-09-04;2016-09-08;4;D3;4
123127;2014-09-08;2014-09-12;4;D3;4
123134;2017-05-02;2017-05-07;5;D3;4
123141;2015-11-14;2015-11-19;5;D3;7
123155;2015-03-09;2015-03-12;3;D1;1
123176;2016-09-27;2016-09-29;2;D2;5
123183;2014-11-19;2014-11-25;6;D3;3
123204;2017-07-21;2017-07-27;6;D3;3
123218;2015-12-20;2015-12-25;5;D3;1
123225;2014-07-11;2014-07-14;3;D1;1
123232;2015-12-14;2015-12-16;2;D2;7
123239;2017-07-27;2017-07-31;4;D2;5
123246;2017-10-17;2017-10-19;2;D2;8
123253;2014-08-22;2014-08-25;3;D2;4
123260;2014-08-26;2014-08-30;4;D3;8
123274;2016-02-19;2016-02-24;5;D3;4
123281;2017-04-02;2017-04-07;5;D3;7
123295;2014-07-18;2014-07-18;0;D0;7
123316;2014-10-13;2014-10-17;4;D3;4
123323;2014-11-07;2014-11-12;5;D3;8
123330;2015-06-21;2015-06-27;6;D3;5
123337;2016-09-16;2016-09-22;6;D3;8
123344;2014-09-24;2014-09-29;5;D3;7
123351;2017-09-21;2017-09-25;4;D3;5
123358;2016-04-10;2016-04-17;7;D3;8
123372;2017-11-28;2017-12-02;4;D3;3
123400;2014-02-02;2014-02-09;7;D3;5
123414;2016-08-21;2016-08-27;6;D3;5
123456;2015-07-09;2015-07-13;4;D3;1
123463;2017-12-23;2017-12-23;0;D0;7
123470;2016-08-15;2016-08-21;6;D3;7
123477;2014-01-18;2014-01-21;3;D2;7
123491;2017-10-30;2017-11-05;6;D3;7
123498;2014-11-07;2014-11-09;2;D1;1
123505;2015-11-22;2015-11-26;4;D3;3
123512;2016-06-17;2016-06-19;2;D1;7
123519;2014-12-14;2014-12-21;7;D3;4
123526;2016-12-24;2016-12-25;1;D1;7
123533;2016-11-24;2016-11-30;6;D3;6
123540;2016-04-02;2016-04-06;4;D2;1
123568;2015-11-08;2015-11-14;6;D3;8
123610;2016-05-12;2016-05-16;4;D3;8
123617;2016-11-28;2016-12-03;5;D3;6
123624;2017-11-13;2017-11-17;4;D2;7
123638;2017-06-27;2017-07-04;7;D3;3
123659;2017-02-10;2017-02-13;3;D1;4
123666;2016-03-26;2016-03-30;4;D3;4
123673;2015-10-30;2015-11-01;2;D2;1
123687;2017-05-26;2017-05-29;3;D1;6
123701;2017-11-24;2017-11-27;3;D1;8
123722;2016-09-25;2016-10-01;6;D3;2
123750;2016-04-15;2016-04-21;6;D3;6
123778;2017-09-23;2017-09-30;7;D3;7
123806;2016-11-24;2016-11-27;3;D2;4
123834;2017-07-21;2017-07-25;4;D3;2
123855;2014-06-18;2014-06-23;5;D3;7
123862;2017-01-07;2017-01-09;2;D2;7
123918;2015-10-15;2015-10-15;0;D0;1
123925;2014-12-17;2014-12-19;2;D2;5
123932;2016-09-06;2016-09-12;6;D3;2
123939;2015-08-24;2015-08-26;2;D2;3
123946;2016-09-12;2016-09-17;5;D3;5
123960;2015-06-11;2015-06-16;5;D3;6
123967;2017-11-01;2017-11-03;2;D2;8
123981;2017-10-02;2017-10-08;6;D3;4
124016;2016-09-23;2016-09-26;3;D2;4
124023;2014-04-07;2014-04-10;3;D1;6
124044;2015-07-23;2015-07-26;3;D2;3
124051;2016-12-29;2016-12-30;1;D1;2
124058;2015-11-20;2015-11-24;4;D3;7
124079;2014-12-13;2014-12-17;4;D3;8
124086;2017-02-10;2017-02-14;4;D3;8
124100;2016-03-31;2016-04-06;6;D3;4
124107;2015-10-09;2015-10-12;3;D2;2
124114;2017-03-02;2017-03-02;0;D0;2
124149;2016-04-23;2016-04-26;3;D1;3
124163;2016-09-25;2016-09-30;5;D3;2
124191;2017-06-12;2017-06-14;2;D2;1
124205;2017-09-15;2017-09-19;4;D3;3
124219;2015-08-07;2015-08-08;1;D1;2
124233;2016-04-08;2016-04-14;6;D3;7
124247;2014-12-16;2014-12-21;5;D3;7
124254;2016-04-12;2016-04-17;5;D3;5
124261;2017-11-14;2017-11-19;5;D3;8
124268;2015-07-04;2015-07-08;4;D3;4
124296;2017-12-24;2017-12-28;4;D3;5
124303;2017-07-06;2017-07-13;7;D3;4
124352;2016-10-15;2016-10-21;6;D3;2
124394;2014-10-17;2014-10-22;5;D2;2
124401;2017-09-07;2017-09-12;5;D3;8
124429;2014-05-27;2014-05-27;0;D0;8
124436;2017-03-19;2017-03-22;3;D2;8
124450;2015-04-27;2015-05-03;6;D3;3
124464;2014-07-14;2014-07-20;6;D3;4
124478;2014-08-08;2014-08-12;4;D3;2
124485;2016-11-24;2016-11-26;2;D1;4
124499;2015-10-09;2015-10-13;4;D3;2
124506;2016-11-11;2016-11-17;6;D3;1
124513;2014-09-21;2014-09-25;4;D3;4
124527;2016-11-16;2016-11-17;1;D1;7
124541;2015-04-06;2015-04-10;4;D3;2
124562;2016-12-08;2016-12-12;4;D3;3
124576;2017-08-01;2017-08-04;3;D2;8
124583;2016-09-01;2016-09-03;2;D2;7
124590;2016-11-12;2016-11-16;4;D3;4
124597;2017-04-30;2017-05-05;5;D3;5
124618;2014-05-02;2014-05-04;2;D2;5
124625;2014-11-03;2014-11-07;4;D3;2
124646;2014-06-22;2014-06-24;2;D1;2
124653;2015-12-24;2015-12-26;2;D1;4
124667;2016-11-11;2016-11-16;5;D3;3
124674;2017-11-17;2017-11-23;6;D3;2
124681;2016-07-18;2016-07-23;5;D2;1
124688;2014-08-27;2014-08-29;2;D1;6
124702;2014-11-18;2014-11-25;7;D3;7
124709;2014-07-27;2014-07-29;2;D2;7
124716;2017-03-27;2017-03-31;4;D3;8
124723;2014-08-05;2014-08-12;7;D3;1
124730;2014-11-26;2014-11-26;0;D0;4
124737;2014-08-23;2014-08-27;4;D3;7
124744;2017-06-21;2017-06-25;4;D3;3
124765;2017-11-25;2017-11-30;5;D3;6
124772;2016-12-05;2016-12-06;1;D1;5
124779;2017-09-08;2017-09-11;3;D1;1
124793;2016-03-14;2016-03-16;2;D1;7
124800;2015-09-26;2015-09-30;4;D3;7
124807;2014-07-12;2014-07-15;3;D2;2
124814;2016-04-10;2016-04-16;6;D3;8
124821;2017-06-25;2017-06-29;4;D2;7
124828;2017-07-03;2017-07-04;1;D1;5
124856;2014-09-29;2014-10-03;4;D2;4
124891;2015-07-31;2015-07-31;0;D0;4
124898;2017-09-11;2017-09-15;4;D3;6
124919;2015-05-31;2015-06-02;2;D1;7
124926;2017-11-13;2017-11-18;5;D2;2
124933;2015-12-26;2015-12-30;4;D2;3
124940;2017-02-21;2017-02-26;5;D3;2
124968;2017-09-08;2017-09-13;5;D2;1
124975;2015-06-22;2015-06-25;3;D1;2
125017;2016-02-06;2016-02-11;5;D3;6
125066;2015-12-14;2015-12-18;4;D3;5
125080;2016-10-21;2016-10-26;5;D3;3
125087;2016-04-18;2016-04-23;5;D3;1
125094;2016-11-05;2016-11-09;4;D3;8
125101;2017-03-06;2017-03-10;4;D2;7
125115;2017-04-10;2017-04-10;0;D0;1
125136;2014-09-28;2014-10-03;5;D3;6
125150;2014-05-16;2014-05-23;7;D3;8
125164;2016-11-10;2016-11-14;4;D3;4
125171;2014-09-03;2014-09-03;0;D0;3
125178;2015-10-03;2015-10-09;6;D3;3
125185;2015-03-05;2015-03-07;2;D2;3
125199;2017-10-19;2017-10-25;6;D3;4
125206;2016-01-03;2016-01-05;2;D1;8
125213;2017-12-11;2017-12-13;2;D1;3
125220;2016-10-14;2016-10-19;5;D3;2
125234;2015-11-27;2015-12-01;4;D3;8
125269;2017-04-24;2017-04-30;6;D3;2
125290;2017-11-06;2017-11-10;4;D2;2
125318;2016-06-06;2016-06-13;7;D3;1
125367;2017-07-23;2017-07-30;7;D3;3
125374;2015-03-23;2015-03-29;6;D3;2
125381;2017-04-25;2017-04-27;2;D2;8
125388;2017-10-19;2017-10-23;4;D3;3
125395;2015-06-26;2015-06-29;3;D2;1
125402;2016-09-25;2016-10-01;6;D3;7
125416;2015-11-02;2015-11-02;0;D0;7
125423;2015-12-13;2015-12-15;2;D2;7
125451;2017-10-23;2017-10-24;1;D1;3
125472;2017-05-30;2017-05-31;1;D1;5
125514;2014-09-21;2014-09-22;1;D1;2
125521;2014-03-14;2014-03-19;5;D3;6
125542;2014-12-05;2014-12-07;2;D1;3
125556;2014-11-14;2014-11-16;2;D2;4
125563;2015-04-11;2015-04-17;6;D3;5
125612;2014-08-03;2014-08-08;5;D3;4
125640;2017-07-25;2017-07-29;4;D3;4
125647;2017-09-23;2017-09-28;5;D3;2
125661;2016-11-24;2016-11-26;2;D1;4
125682;2014-11-22;2014-11-25;3;D1;6
125696;2015-10-02;2015-10-06;4;D3;6
125710;2015-10-08;2015-10-13;5;D3;2
125717;2017-09-28;2017-10-01;3;D1;7
125724;2016-09-22;2016-09-27;5;D3;7
125731;2014-09-10;2014-09-16;6;D3;8
125738;2016-10-15;2016-10-21;6;D3;8
125745;2017-06-30;2017-07-04;4;D3;5
125752;2017-07-31;2017-08-04;4;D3;5
125759;2014-02-08;2014-02-09;1;D1;7
125794;2016-09-29;2016-10-03;4;D3;8
125808;2017-11-12;2017-11-15;3;D2;8
125815;2016-10-28;2016-11-01;4;D2;4
125829;2014-11-04;2014-11-11;7;D3;7
125843;2016-08-13;2016-08-16;3;D1;6
125850;2016-01-22;2016-01-28;6;D3;8
125878;2017-02-25;2017-03-02;5;D3;1
125913;2017-01-16;2017-01-16;0;D0;8
125920;2016-05-21;2016-05-28;7;D3;1
125934;2015-09-11;2015-09-18;7;D3;4
125969;2016-11-06;2016-11-10;4;D2;8
125976;2015-09-27;2015-10-02;5;D3;6
125990;2017-10-19;2017-10-23;4;D3;7
125997;2014-09-20;2014-09-23;3;D1;3
126004;2016-12-04;2016-12-05;1;D1;3
126032;2014-06-23;2014-06-28;5;D3;3
126046;2017-11-03;2017-11-07;4;D3;6
126053;2017-12-05;2017-12-08;3;D1;4
126060;2017-04-14;2017-04-18;4;D3;6
126067;2017-08-28;2017-09-03;6;D3;7
126074;2017-10-02;2017-10-06;4;D3;1
126081;2017-06-29;2017-07-04;5;D3;2
126102;2016-09-10;2016-09-12;2;D2;7
126123;2017-10-14;2017-10-18;4;D3;2
126137;2015-10-03;2015-10-08;5;D3;8
126144;2017-07-31;2017-08-05;5;D3;3
126158;2016-07-25;2016-07-31;6;D3;8
126165;2016-05-05;2016-05-07;2;D2;8
126179;2017-07-03;2017-07-07;4;D3;6
126186;2015-09-11;2015-09-12;1;D1;8
126193;2014-09-07;2014-09-14;7;D3;1
126200;2014-08-25;2014-08-29;4;D3;1
126214;2015-12-21;2015-12-24;3;D2;7
126221;2017-12-30;2018-01-05;6;D3;2
126235;2015-10-15;2015-10-15;0;D0;2
126242;2017-11-19;2017-11-24;5;D3;7
126270;2016-04-23;2016-04-27;4;D3;7
126277;2014-09-13;2014-09-18;5;D2;4
126284;2016-09-20;2016-09-24;4;D3;2
126333;2014-12-23;2014-12-28;5;D3;2
126340;2014-11-08;2014-11-14;6;D3;8
126347;2015-12-14;2015-12-19;5;D2;7
126354;2017-02-03;2017-02-08;5;D3;5
126361;2014-08-04;2014-08-09;5;D2;7
126382;2017-06-03;2017-06-07;4;D3;5
126396;2017-09-08;2017-09-12;4;D2;1
126403;2014-09-09;2014-09-12;3;D2;4
126431;2016-07-01;2016-07-01;0;D0;4
126438;2017-09-10;2017-09-13;3;D1;3
126445;2015-08-27;2015-08-31;4;D3;7
126452;2016-08-21;2016-08-28;7;D3;7
126466;2015-11-09;2015-11-13;4;D3;7
126480;2014-09-20;2014-09-24;4;D3;7
126522;2014-09-01;2014-09-05;4;D2;7
126529;2016-01-11;2016-01-13;2;D2;3
126536;2017-10-12;2017-10-14;2;D1;8
126543;2016-01-09;2016-01-13;4;D2;3
126550;2017-03-29;2017-04-02;4;D2;1
126557;2015-07-12;2015-07-17;5;D2;1
126571;2014-10-11;2014-10-15;4;D3;4
126613;2016-07-10;2016-07-16;6;D3;7
126627;2016-10-10;2016-10-12;2;D1;1
126634;2017-03-30;2017-04-01;2;D2;7
126662;2017-07-17;2017-07-21;4;D3;7
126669;2015-11-07;2015-11-13;6;D3;2
126676;2017-09-29;2017-10-01;2;D1;4
126683;2014-09-29;2014-10-01;2;D2;7
126697;2015-09-21;2015-09-24;3;D1;1
126718;2017-04-29;2017-05-04;5;D3;4
126725;2015-11-17;2015-11-21;4;D3;7
126732;2016-09-02;2016-09-06;4;D3;8
126739;2015-11-01;2015-11-03;2;D2;4
126753;2015-08-16;2015-08-20;4;D3;3
126760;2014-07-26;2014-08-02;7;D3;8
126774;2017-04-15;2017-04-17;2;D1;5
126788;2017-06-05;2017-06-06;1;D1;1
126795;2016-06-13;2016-06-16;3;D2;4
126802;2014-12-29;2015-01-05;7;D3;2
126809;2016-04-09;2016-04-13;4;D3;7
126844;2016-10-08;2016-10-14;6;D3;2
126858;2016-11-19;2016-11-23;4;D3;7
126865;2017-12-05;2017-12-07;2;D2;7
126893;2016-11-26;2016-12-01;5;D3;4
126907;2014-11-01;2014-11-08;7;D3;2
126914;2017-06-15;2017-06-19;4;D3;5
126928;2017-09-17;2017-09-23;6;D3;4
126935;2016-05-19;2016-05-24;5;D3;8
126956;2017-08-21;2017-08-28;7;D3;2
126963;2014-06-15;2014-06-15;0;D0;1
126970;2015-09-20;2015-09-24;4;D3;1
126977;2015-09-17;2015-09-23;6;D3;4
127012;2014-08-11;2014-08-15;4;D3;8
127019;2015-12-21;2015-12-25;4;D3;8
127026;2017-01-21;2017-01-27;6;D3;2
127040;2015-12-06;2015-12-10;4;D3;3
127096;2017-09-15;2017-09-17;2;D2;7
127110;2015-06-25;2015-07-01;6;D3;3
127117;2017-04-14;2017-04-19;5;D3;4
127131;2014-11-24;2014-11-30;6;D3;8
127138;2016-03-12;2016-03-15;3;D2;7
127159;2014-05-12;2014-05-15;3;D1;2
127166;2014-05-21;2014-05-23;2;D2;1
127173;2015-09-26;2015-10-03;7;D3;3
127180;2017-10-22;2017-10-24;2;D1;3
127187;2014-12-04;2014-12-08;4;D3;4
127194;2016-12-10;2016-12-16;6;D3;4
127208;2016-06-12;2016-06-15;3;D1;5
127236;2016-03-29;2016-04-02;4;D3;4
127243;2016-11-28;2016-12-04;6;D3;4
127250;2016-11-03;2016-11-07;4;D3;8
127264;2017-04-03;2017-04-05;2;D1;1
127285;2017-10-30;2017-11-06;7;D3;7
127292;2017-01-19;2017-01-23;4;D3;3
127299;2014-09-19;2014-09-24;5;D3;5
127306;2017-01-14;2017-01-18;4;D3;5
127313;2017-12-01;2017-12-04;3;D1;3
127327;2015-02-03;2015-02-07;4;D3;4
127334;2016-12-15;2016-12-21;6;D3;8
127341;2017-01-29;2017-02-02;4;D3;2
127369;2016-06-06;2016-06-07;1;D1;3
127383;2014-12-31;2015-01-05;5;D3;2
127397;2017-02-24;2017-02-28;4;D3;4
127418;2015-06-13;2015-06-14;1;D1;8
127425;2016-08-26;2016-08-31;5;D3;3
127432;2017-01-22;2017-01-27;5;D3;8
127446;2014-11-25;2014-11-30;5;D3;1
127453;2015-12-19;2015-12-20;1;D1;4
127460;2017-07-10;2017-07-14;4;D3;2
127474;2017-02-03;2017-02-07;4;D2;2
127481;2015-12-12;2015-12-15;3;D2;7
127488;2014-09-22;2014-09-24;2;D2;5
127502;2015-12-10;2015-12-14;4;D3;7
127509;2015-11-09;2015-11-13;4;D3;1
127516;2017-12-28;2018-01-03;6;D3;6
127523;2014-05-11;2014-05-18;7;D3;4
127544;2015-08-08;2015-08-12;4;D3;4
127558;2014-11-15;2014-11-18;3;D1;7
127586;2014-09-26;2014-09-30;4;D3;8
127593;2015-09-21;2015-09-21;0;D0;3
127607;2015-03-20;2015-03-26;6;D3;1
127614;2014-02-11;2014-02-15;4;D3;5
127621;2017-03-03;2017-03-07;4;D3;1
127635;2014-09-14;2014-09-18;4;D2;2
127642;2016-05-21;2016-05-23;2;D1;4
127649;2016-10-07;2016-10-09;2;D1;7
127656;2017-07-11;2017-07-17;6;D3;2
127670;2016-03-20;2016-03-24;4;D3;1
127691;2014-07-22;2014-07-27;5;D3;3
127698;2016-12-01;2016-12-01;0;D0;6
127705;2017-06-02;2017-06-06;4;D3;4
127712;2017-08-31;2017-09-05;5;D3;8
127719;2017-07-21;2017-07-25;4;D3;3
127726;2017-09-11;2017-09-13;2;D2;5
127754;2015-07-26;2015-07-31;5;D3;7
127761;2016-11-10;2016-11-14;4;D3;4
127775;2016-06-11;2016-06-13;2;D2;3
127782;2017-11-02;2017-11-06;4;D3;4
127803;2017-05-19;2017-05-23;4;D3;5
127824;2015-10-18;2015-10-22;4;D3;7
127859;2014-03-17;2014-03-20;3;D2;4
127866;2014-07-20;2014-07-23;3;D1;7
127922;2017-10-27;2017-11-03;7;D3;2
127929;2017-12-23;2017-12-27;4;D3;3
127936;2014-09-02;2014-09-04;2;D1;4
127964;2014-03-03;2014-03-08;5;D3;4
127971;2016-11-20;2016-11-27;7;D3;1
127978;2014-03-03;2014-03-08;5;D3;4
127985;2016-04-01;2016-04-05;4;D2;6
128013;2015-08-09;2015-08-16;7;D3;3
128027;2015-09-14;2015-09-17;3;D2;6
128041;2017-09-01;2017-09-01;0;D0;7
128055;2014-03-31;2014-04-05;5;D3;8
128062;2014-11-19;2014-11-22;3;D2;4
128076;2017-02-02;2017-02-07;5;D3;7
128083;2015-03-12;2015-03-17;5;D3;5
128090;2015-08-16;2015-08-22;6;D3;8
128111;2016-03-17;2016-03-23;6;D3;3
128118;2017-11-24;2017-12-01;7;D3;6
128125;2015-03-31;2015-04-05;5;D3;1
128139;2015-07-03;2015-07-09;6;D3;5
128146;2014-06-21;2014-06-25;4;D3;4
128160;2017-12-19;2017-12-24;5;D2;8
128167;2015-06-22;2015-06-26;4;D2;7
128195;2016-08-04;2016-08-05;1;D1;2
128209;2014-11-17;2014-11-22;5;D3;3
128223;2016-06-14;2016-06-14;0;D0;7
128237;2014-03-25;2014-03-30;5;D3;8
128258;2016-03-30;2016-04-01;2;D1;3
128265;2017-11-17;2017-11-22;5;D2;4
128293;2016-06-02;2016-06-05;3;D1;4
128300;2017-11-24;2017-11-26;2;D2;6
128307;2016-07-25;2016-07-29;4;D3;2
128328;2017-08-05;2017-08-09;4;D3;1
128335;2017-09-29;2017-10-05;6;D3;4
128356;2015-10-02;2015-10-07;5;D3;7
128363;2017-08-13;2017-08-18;5;D3;6
128370;2017-09-10;2017-09-10;0;D0;8
128398;2017-05-02;2017-05-05;3;D2;7
128412;2016-12-10;2016-12-17;7;D3;8
128426;2017-10-07;2017-10-11;4;D3;1
128447;2017-11-10;2017-11-17;7;D3;8
128475;2017-08-26;2017-09-01;6;D3;6
128517;2016-04-09;2016-04-14;5;D2;1
128524;2014-11-11;2014-11-13;2;D1;7
128531;2016-11-24;2016-11-26;2;D2;2
128538;2014-10-11;2014-10-15;4;D3;8
128587;2015-12-24;2015-12-30;6;D3;1
128594;2016-08-26;2016-08-29;3;D1;8
128608;2015-01-12;2015-01-17;5;D3;3
128622;2014-11-15;2014-11-17;2;D2;8
128629;2017-07-10;2017-07-14;4;D2;6
128671;2016-08-11;2016-08-16;5;D3;2
128678;2016-09-15;2016-09-20;5;D3;8
128685;2014-04-04;2014-04-05;1;D1;8
128699;2017-12-03;2017-12-05;2;D2;6
128706;2016-02-27;2016-03-02;4;D3;1
128727;2016-08-29;2016-09-04;6;D3;4
128734;2017-12-24;2017-12-31;7;D3;7
128755;2017-05-04;2017-05-08;4;D3;5
128769;2017-09-07;2017-09-12;5;D3;5
128783;2017-09-07;2017-09-07;0;D0;1
128811;2016-09-12;2016-09-16;4;D3;7
128818;2016-05-07;2016-05-11;4;D3;3
128832;2017-04-24;2017-04-27;3;D1;3
128839;2014-09-08;2014-09-13;5;D3;6
128846;2014-04-07;2014-04-12;5;D3;5
